Study_Hours,Attendance,Extracurricular,Past_Score,Final_Score
9,54,Yes,86,92.64383635373291
10,76,Yes,59,94.6588485802053
12,99,Yes,63,109.9478534904689
8,83,No,71,92.26812057187206
5,60,No,79,78.36061074440212
12,53,No,70,102.77639979261477
5,94,No,56,73.88045189766943
3,67,Yes,71,58.530701087566015
12,90,Yes,52,108.65338336719435
11,96,No,56,103.73141414700724
11,52,Yes,74,96.6383106339265
5,91,Yes,52,69.06723622956578
4,91,Yes,62,69.94761254705149
4,61,No,65,68.92911340241717
4,71,Yes,76,70.56852846384807
3,95,Yes,79,72.39828507609366
7,86,No,62,87.58305852692702
4,65,Yes,67,61.585326864146474
8,78,No,85,95.90453658847139
6,58,Yes,56,65.94428077647487
8,95,No,83,100.45131386125524
5,90,Yes,83,87.41288759805423
1,81,No,71,56.17244972828351
2,85,No,51,52.72294160024593
6,68,Yes,56,72.62522823678826
5,60,No,57,69.74170707347109
6,54,No,63,74.34848500744705
11,95,Yes,79,116.72473041575597
2,88,No,86,71.37646610091252
2,61,No,89,67.73310264480894
9,82,Yes,72,103.050377612965
9,70,No,71,96.19752170059971
11,51,No,57,92.34738255404226
4,51,No,79,69.65984483740358
2,55,Yes,76,55.603000787919704
9,79,Yes,85,106.59066704131313
5,85,No,84,84.32865511090147
3,51,Yes,62,50.41903746591167
4,55,Yes,72,65.04079053418198
6,94,No,52,78.59436814615847
5,53,Yes,73,69.77459926593852
4,55,Yes,65,64.26872561886232
9,79,No,58,93.48693783893825
5,53,Yes,59,59.54599791163349
12,61,No,80,110.30066458732573
11,96,No,53,107.90946767858537
8,80,Yes,52,88.8115783998251
10,94,No,52,95.16078118565098
4,98,Yes,87,82.48264699514263
1,56,Yes,86,61.042282666830715
9,86,Yes,84,107.30106178421296
5,69,No,75,73.66320930656589
6,84,Yes,54,73.25270189425866
12,87,Yes,88,121.92889678293753
12,53,No,52,98.48919267815333
6,55,Yes,81,79.83164095565884
10,64,Yes,80,104.54149842033839
12,57,No,61,100.41878851695476
6,61,No,76,80.26423876734397
5,93,No,87,87.89377757328296
6,84,No,84,83.94212695712926
7,70,No,79,92.25308269132607
12,61,No,58,100.79510536082802
1,50,Yes,56,37.44803316104718
9,77,No,63,93.67905504783835
12,91,Yes,83,121.3318508639803
8,59,Yes,77,93.19902371334742
2,51,No,67,50.88005405912263
11,74,No,73,108.86936131016664
7,50,No,78,85.7735210211995
11,80,No,83,112.56511676549461
11,95,No,67,112.70093895047981
4,89,Yes,88,81.84371303977771
1,65,No,53,45.47335640388022
5,96,No,88,84.59329654924277
7,57,Yes,87,82.88012137820488
3,61,No,67,59.75095243618033
6,79,Yes,65,77.05155052428104
3,56,No,52,50.59456673893918
1,64,Yes,77,53.38785271764945
7,86,No,55,85.51663164345752
10,77,Yes,83,109.22025027601079
3,66,No,63,57.65101744883165
9,80,No,86,106.3427034031511
3,57,Yes,60,53.593142051912444
9,63,Yes,50,80.75233172733562
10,77,Yes,77,108.88639589746917
7,87,Yes,58,87.26510672406022
12,51,Yes,74,105.64767527245941
5,68,No,59,66.55851257013656
8,95,No,80,96.5435335957281
8,88,Yes,74,99.57998274869188
3,73,Yes,65,67.61413138146482
11,79,Yes,57,102.4389466954174
7,55,No,57,71.36261191190476
5,94,No,75,83.30434232954048
1,87,No,75,58.51153122414449
6,65,Yes,84,82.50203650668658
6,90,Yes,90,93.7985881565117
10,89,Yes,75,109.22928790597786
4,91,Yes,81,83.6353540028303
10,87,Yes,84,110.95295772207099
3,68,Yes,88,74.06663278900547
11,90,Yes,75,108.54808810845367
8,74,Yes,82,97.60310370989644
4,63,Yes,53,55.52817998621106
5,87,No,63,76.56104983809334
10,87,Yes,80,109.08783082121396
12,58,Yes,69,104.01511988518159
3,74,No,58,56.62794009277732
7,54,Yes,55,77.21428531338647
6,67,No,67,79.10175596402742
11,55,No,89,106.99582364943024
4,77,No,78,71.5273851492093
1,74,Yes,67,49.26690629713762
6,74,No,61,75.34888127938335
4,69,No,54,63.713374083977804
1,65,Yes,76,56.632712693829276
8,81,No,84,99.18622287809401
10,94,No,63,99.81506627751376
8,64,No,64,79.83130769601826
11,75,Yes,69,108.58885006416398
8,86,No,68,95.21489603334906
6,71,Yes,66,78.01213834504534
2,68,Yes,68,54.97789378012537
1,81,No,63,56.96066742138317
11,73,Yes,73,101.72432787490146
10,96,No,87,114.64201722536725
4,59,No,55,61.259490057379175
6,57,No,54,70.0774147750943
10,73,Yes,55,93.63042944314991
6,59,No,86,77.47290194518928
9,60,Yes,74,94.40825666732412
8,80,No,76,90.31431692245519
1,64,Yes,76,57.913614972236054
1,50,Yes,67,48.02412780519628
4,100,Yes,79,85.92088818976977
11,52,No,50,85.91556026053777
3,93,Yes,64,67.02826771424338
9,61,Yes,67,86.13500839422777
10,72,Yes,73,100.46328116756129
7,72,No,83,87.9685808673647
1,90,No,50,55.304644018332624
8,87,Yes,81,100.5431839454289
2,59,Yes,57,54.477650644669154
10,93,No,58,105.04994253948472
1,58,Yes,87,59.180127883677486
12,90,No,87,117.57008126095609
7,70,No,79,85.94277065963296
1,88,Yes,75,61.353195922287796
12,60,Yes,88,112.92044452834439
4,79,Yes,75,78.53289449570858
7,54,Yes,62,72.43869662751973
5,53,Yes,59,68.57270341353922
9,57,Yes,65,84.03795950522989
7,90,Yes,64,83.82647276070652
5,72,Yes,50,68.64149829321741
9,84,Yes,76,98.71984199257541
12,84,No,58,105.45496676010518
7,93,Yes,68,87.66355122240222
6,67,Yes,70,75.75563419479032
10,59,Yes,74,99.01065592441975
4,84,Yes,52,65.27535593551488
11,65,No,64,102.65318079985389
5,92,Yes,56,71.5339867701993
6,55,No,57,69.24973382177465
2,76,Yes,53,50.93892561544284
2,97,Yes,59,59.43717731827315
9,89,Yes,63,94.04115470343751
3,67,Yes,57,62.58151240739492
4,72,Yes,53,63.08409218823849
1,54,Yes,84,57.71524776265861
12,87,No,82,116.76939173294816
2,65,Yes,78,60.03666121659966
2,91,Yes,57,62.40484940176991
9,84,No,50,89.09576872175204
5,83,No,52,70.89965422820761
12,85,Yes,52,107.03421843727567
7,100,No,67,95.37446726541167
10,100,Yes,50,104.65460066444145
7,67,Yes,70,86.85658423556612
6,61,No,72,75.53726096959979
10,75,Yes,52,92.75725019458869
12,68,No,83,117.15064602621744
10,98,No,67,104.26252162669857
1,90,No,61,60.94117199831876
8,97,Yes,84,105.55828318188661
5,71,No,68,70.36643701785387
12,69,Yes,77,114.72324539756207
1,57,No,89,54.10878405528233
4,82,No,59,67.73425702578423
3,54,No,70,62.337835560854266
2,59,No,58,54.72966693797233
6,63,No,51,71.2568632544261
3,52,Yes,68,54.69932933969438
1,54,No,80,51.83952043376034
6,97,No,84,89.5421325738782
3,88,Yes,89,80.77851278316712
5,96,Yes,86,87.06773590009787
5,52,No,89,79.68765339601174
4,96,No,65,75.26475530378673
5,93,No,64,76.33601551367705
3,80,No,50,55.70800398135527
8,63,Yes,73,83.15538978819937
2,58,No,84,56.080477438915054
10,56,Yes,90,103.03472361427599
4,82,No,90,81.78683138554482
11,71,Yes,65,104.65623596176414
5,52,No,67,63.300544479899884
9,90,Yes,62,93.73569228724142
11,50,Yes,80,102.58011135125258
3,87,Yes,54,60.426494442476404
1,99,Yes,53,54.70748282977257
10,66,No,51,94.63078817195009
9,68,No,58,84.62522986023521
10,53,No,85,96.44929892455032
10,70,Yes,63,98.10553122717138
2,81,No,89,73.61821412601803
8,68,Yes,57,87.25199291454445
10,85,Yes,66,102.60681225252743
9,60,No,79,89.81258547331012
9,57,No,90,96.90439538114234
1,62,No,72,52.55474731713163
3,100,Yes,67,71.09367657480932
4,60,Yes,64,67.1852794565134
1,57,No,53,41.73391233279807
10,90,Yes,73,109.25925504743508
6,83,Yes,55,78.3809330775678
9,92,No,63,101.7777904057011
5,75,No,76,82.05638590652431
1,74,Yes,80,58.55801766498763
8,88,No,58,91.25839609800465
2,91,No,60,64.46572893477561
3,88,Yes,86,75.03804604017915
10,79,Yes,71,104.62555265527439
3,82,Yes,61,65.93017816177556
6,69,Yes,60,76.33404172972273
12,83,Yes,60,111.25210615268062
10,77,No,87,111.93983182589936
7,81,No,90,90.53154473518546
10,51,No,69,94.82908830841303
2,58,Yes,51,49.523449957505285
10,73,No,85,102.46749884044861
12,97,Yes,80,117.94294965176914
11,62,Yes,85,111.51807326463417
9,63,Yes,71,94.92477718560656
11,90,No,69,105.23441587047262
4,57,No,89,73.31509674437915
10,54,Yes,65,87.55539652349282
1,61,Yes,81,53.02468223667931
3,78,Yes,53,63.184159514803795
11,93,No,53,102.02934138483272
1,82,Yes,62,50.67965801751717
11,96,No,52,108.28463844405101
12,89,No,63,109.77933405496819
4,85,Yes,68,69.20652806568043
10,61,Yes,53,89.99040533057267
1,87,Yes,58,58.87566003141233
4,79,Yes,55,65.0016682790537
8,83,No,86,99.33121394989263
12,94,Yes,69,118.05015120763582
6,52,No,60,67.80958556179976
9,89,No,56,92.23738572799407
4,68,Yes,78,71.90446472467342
5,77,No,67,74.95355296021461
7,52,No,75,82.44181312233212
11,86,Yes,75,109.48575919609641
1,79,No,54,51.68380568846618
8,58,No,68,81.29022518176221
7,93,No,53,87.4485952411668
10,73,Yes,58,91.80842267870246
9,68,No,56,92.32993379836982
9,79,No,86,103.05215348584179
8,78,No,67,90.68666696120496
3,87,Yes,83,72.09824653897522
5,75,No,54,70.10212598553032
6,90,No,64,80.04956945808867
2,54,Yes,56,53.42350153393152
1,85,Yes,61,55.26336927699068
12,93,Yes,72,115.2675051431474
9,67,Yes,57,92.32007880364306
5,87,No,60,78.88837780732808
1,57,No,80,51.32351045679347
4,63,No,79,72.85500876358608
12,88,No,76,121.14032904319431
10,67,No,64,91.57494130824011
6,98,No,82,90.4514038026236
7,75,Yes,90,94.7835773211595
9,91,No,89,108.26034056308251
1,67,Yes,55,43.186616758720575
8,96,No,76,101.16520007272466
5,50,Yes,53,63.11899763966365
2,100,No,84,75.03989705337771
11,85,Yes,62,108.69659593902615
4,73,Yes,52,65.74780064032305
3,56,No,62,56.25364957145977
6,78,No,53,78.81974971737256
9,69,No,53,87.53168461451246
12,95,Yes,78,122.58573986948028
10,82,No,90,106.55227050618988
9,53,No,83,96.07093357086902
9,65,No,79,100.8406552252013
1,50,Yes,61,46.58650638499482
10,89,Yes,62,96.8103920794971
1,72,No,60,47.17134446572636
2,78,Yes,85,67.14461048004493
4,85,No,76,75.60758507646477
12,59,No,50,95.74074777855314
12,63,Yes,90,111.38723761661161
8,98,Yes,74,103.95757879164663
8,83,Yes,83,101.85324259852902
3,81,Yes,65,64.52639899761607
11,93,No,77,109.45273719751533
1,100,Yes,74,64.40233340498916
12,71,Yes,51,105.55849140691599
12,92,Yes,88,123.81056497472102
5,95,No,85,85.1703337800898
7,61,No,53,77.20750728035564
1,66,No,66,55.89593967313314
4,56,No,77,71.94940451028808
6,56,No,80,76.52083808983777
7,59,Yes,79,83.12767101075568
10,91,Yes,59,105.2096687393825
10,93,Yes,84,116.49848506577388
2,69,Yes,59,55.89481260040241
2,72,Yes,54,50.5602060152242
10,60,Yes,66,89.71142747213982
2,64,Yes,68,58.10601045928483
7,90,No,55,82.58820466043396
8,86,Yes,65,90.20490105857202
6,50,Yes,70,75.99993155091715
5,63,No,75,74.77084965032967
12,64,No,70,107.77269211531127
8,96,Yes,90,104.0032682137996
12,78,No,78,111.44513160033536
8,61,No,53,78.8946176091641
3,84,Yes,66,64.80961901432947
1,64,No,71,49.891925686044054
11,57,No,80,99.85863774925231
4,93,No,89,87.18982451394332
5,56,No,51,61.55152138152567
5,52,No,89,79.66716482269939
9,91,No,82,101.754017450031
6,55,Yes,57,64.99639786095018
7,59,Yes,90,91.57333574252577
10,82,Yes,82,103.60529944367765
8,53,Yes,84,89.36092306009877
7,94,No,76,93.47564649209706
5,86,No,59,78.80659421570999
6,64,No,59,77.63251654943348
12,64,No,57,101.40388474886798
12,50,Yes,81,110.4076593724724
3,78,Yes,50,56.671256257986194
4,80,No,65,70.82068902455373
3,57,Yes,60,56.229553586876
4,62,Yes,75,67.57325252503593
8,70,No,72,94.51469681514651
7,96,No,63,85.24855268399723
4,90,No,70,75.98644496960907
12,89,No,65,115.25332974107668
7,61,No,80,83.44166087015806
9,88,No,54,92.11031715792188
7,86,No,51,84.53848614731764
12,58,Yes,82,114.38796502555911
6,69,No,57,69.26300280260621
7,95,No,82,99.73078415288757
2,64,No,52,48.89298793174908
4,52,Yes,71,66.2362459874651
5,59,Yes,58,67.24034655447231
5,58,Yes,69,70.54775759025942
7,54,Yes,52,74.98026786762689
10,78,No,70,103.70374023259772
11,67,Yes,74,108.08720794982507
4,68,Yes,89,72.12001738000308
12,59,No,77,106.29708223426961
10,64,No,50,92.73628616735817
12,80,Yes,57,106.45939993098581
2,78,No,73,63.430397413655704
1,98,Yes,72,66.9036200905961
6,98,Yes,63,82.92436316802959
11,55,No,61,95.35009280918872
10,64,Yes,54,90.79421908709497
6,53,No,68,71.57828540526482
5,99,No,70,85.54386050672343
11,87,Yes,83,110.28858839297658
7,97,No,79,100.39411924573363
1,97,No,73,64.87597016442314
3,63,No,57,52.99641449533375
11,57,No,50,87.682503602043
10,70,Yes,63,91.79219884757009
5,82,No,73,74.09009942955095
7,60,No,55,73.65666080551627
10,95,Yes,51,103.3679922134478
11,76,No,78,107.44148080376375
5,65,No,79,80.55616084825165
9,63,Yes,62,84.13646398741767
3,55,No,75,57.20293027905106
7,82,Yes,52,79.05378180834023
8,63,No,85,93.86600623601115
11,84,No,79,115.18515864447737
1,76,No,55,49.41155079517087
5,75,Yes,76,76.08853956372882
3,65,No,74,63.699990900132505
2,86,Yes,52,52.83650550921109
7,70,Yes,90,90.36052729207444
7,50,No,79,85.17209115504905
8,78,Yes,62,84.11125034049755
9,99,No,58,100.34246851376757
4,67,Yes,68,71.94404272348025
2,84,Yes,68,63.25639661365252
8,84,No,77,97.56063331230278
1,57,Yes,83,55.74059398239572
2,100,No,51,59.59794459678472
1,87,Yes,62,60.24452465950257
11,65,Yes,76,107.81502241500984
10,66,Yes,76,103.33916458506133
8,55,Yes,61,83.98933784421914
4,89,No,63,75.89692521250795
12,51,No,76,102.07275882578473
8,80,No,57,88.83456650496474
5,66,Yes,54,71.25048277353983
7,75,Yes,59,78.55483030539156
8,58,Yes,66,81.95158961883207
10,88,Yes,63,103.21060496558441
7,63,No,75,81.56619737091823
10,80,No,51,92.67063480642229
4,75,No,50,64.92865111024928
8,51,No,85,92.7216874524
2,53,No,75,57.902967837529296
7,59,Yes,85,89.15056956375444
3,60,Yes,73,65.44539910674034
10,79,No,50,97.6550916419799
8,69,Yes,75,87.83595362025143
3,56,No,63,57.0250477878413
3,62,Yes,73,60.36370954843089
5,91,No,64,74.19351944943561
6,98,No,89,93.75139380604338
7,59,No,50,70.89842137743014
10,74,No,55,91.44420711938174
8,65,No,77,91.9862114068323
7,63,Yes,76,88.68077462365756
1,57,No,87,55.74195800492257
11,66,Yes,68,102.42209114651179
9,78,No,52,91.6052768500062
8,62,No,77,86.42361014548285
4,76,Yes,87,76.1824300372177
9,60,Yes,50,86.22838375824449
6,75,No,79,79.3387904637851
6,75,Yes,54,71.9716191658524
11,62,No,89,111.96148892676912
5,71,No,65,69.17350619875648
12,100,No,90,129.02300825009445
2,98,Yes,66,64.68416656551318
7,89,No,84,92.06114448108961
1,68,No,81,62.781792852061585
9,72,No,80,96.70885343746299
8,67,Yes,69,91.1293193808084
4,92,Yes,50,64.11440464174173
11,53,No,64,99.15429046890159
6,76,No,87,89.62160858674515
5,60,No,59,70.89531573912575
5,54,Yes,61,68.21709191158898
2,51,Yes,72,57.78320956344896
2,83,No,79,67.91551625585801
1,74,No,57,50.92037940294466
7,87,Yes,56,83.30158958768035
1,76,No,80,60.415958133726384
5,63,No,88,77.40960787135418
8,73,Yes,89,99.76635349416178
2,90,No,65,63.211868070014106
11,71,Yes,52,94.43791696115281
3,72,Yes,72,68.55256635042245
10,84,Yes,63,99.63899836798807
5,61,No,52,61.23766374667262
4,79,No,68,67.45150806212754
3,87,No,81,68.73311670458497
6,66,Yes,79,77.71106816581391
7,98,Yes,84,100.59889107436793
1,87,Yes,85,67.14839625460668
9,96,Yes,83,109.71921676416004
11,93,No,79,115.5484480491183
6,61,No,68,70.9478706696956
1,85,No,57,57.01803925364991
3,70,Yes,57,54.50291378899829
11,54,No,71,101.03828859726134
3,60,Yes,57,54.07623321346137
2,66,No,72,59.00414716613459
2,87,Yes,52,59.14534979250429
2,83,Yes,74,60.01926516408403
7,79,No,55,78.36529491895905
6,79,Yes,88,87.05993446805635
5,71,No,84,80.26600981015598
9,69,No,87,99.27624432132956
9,75,Yes,69,92.9411905644115
5,65,No,67,72.84146053422921
7,52,Yes,64,78.64783873162567
6,82,Yes,63,81.85666463623468
11,88,No,68,111.65808339902742
5,83,Yes,62,74.42647619082686
1,68,No,54,49.05651987317226
8,66,Yes,64,87.64109195400448
11,90,Yes,80,111.23553532697359
8,98,Yes,78,103.30260547877134
10,89,No,84,111.20979754602475
8,82,Yes,88,101.3420097680986
10,73,Yes,77,98.71942824651077
4,62,No,53,55.07810763509058
9,78,Yes,85,102.2260549397432
9,66,No,77,92.26599055362921
4,69,Yes,69,63.75730545970667
5,79,No,89,89.29722706140063
9,63,Yes,54,88.26330526497401
11,56,Yes,86,102.88907927122625
4,82,No,84,73.31453961233453
8,61,No,71,88.71286495703953
12,70,No,76,109.3406630199108
7,73,Yes,56,80.67415709494489
4,87,No,67,73.78592044301531
3,52,Yes,85,64.58757965331955
12,90,No,71,113.38186081772933
9,89,No,83,105.30383094108404
10,61,No,54,88.72113368324983
2,94,No,57,62.91045925405564
8,62,No,83,88.36425230269464
9,99,No,50,93.69073332374337
3,58,No,50,54.42256457035431
9,63,Yes,88,99.04155499504287
8,62,Yes,84,90.36581608184395
4,93,No,90,85.83171307590943
12,97,No,75,121.57258650319237
8,100,No,78,103.64989153045366
1,64,No,75,55.611757690003785
9,85,Yes,52,92.89250849542046
3,93,Yes,62,72.07011432470266
4,71,Yes,76,73.76490529267343
7,96,Yes,61,85.39360906488577
8,90,Yes,62,90.6335033810529
5,86,No,84,86.0262052557047
7,92,Yes,52,82.05039151157615
12,65,No,66,101.93208184628517
12,96,Yes,84,127.34723648080721
4,83,No,59,70.84430517785049
4,91,No,69,79.27115800584278
6,58,No,50,71.6684079594142
7,93,Yes,77,95.98811975079101
12,95,No,79,123.3266853398103
1,63,No,73,56.25842313735907
2,91,Yes,66,60.124588557905135
12,60,No,74,103.98557708449268
3,78,No,87,76.62618178154725
8,50,Yes,57,78.85903062823168
3,67,Yes,87,74.57346178012126
12,78,No,50,99.85970310246928
4,86,Yes,76,78.7074448528771
5,64,No,53,68.24680484752145
8,54,Yes,58,84.1961191760704
12,65,No,63,106.84434600873746
3,65,Yes,57,60.22560362525539
7,98,No,67,92.20267168413355
4,90,No,72,75.8324807041579
7,87,No,57,85.16599544400077
1,78,Yes,76,62.13198518833852
6,59,No,72,75.95386823122122
9,73,Yes,64,93.23763094907392
8,81,Yes,54,88.29075461824276
4,65,Yes,90,75.47043087514454
12,93,No,68,113.43427846936623
12,91,No,85,121.62810736543358
7,74,No,88,87.48289274684605
12,78,No,66,113.25501402679261
11,73,No,87,114.92358717781704
2,85,Yes,54,56.44965691005791
9,65,Yes,61,84.5156106093496
11,92,No,73,107.05457938157717
4,94,Yes,55,72.02289513488624
5,69,Yes,56,72.85879498149907
5,93,No,77,81.29392712012516
2,59,Yes,66,49.77504000053117
1,98,Yes,77,67.9105409574799
4,96,Yes,78,79.16557826271121
7,66,Yes,75,83.95082367924479
1,68,Yes,58,50.39354303192293
11,90,Yes,85,112.71754080296117
12,50,Yes,57,102.37560294190952
5,83,Yes,75,80.4562584828192
4,72,No,75,70.65354364891253
2,71,No,74,61.95673642438043
8,83,Yes,65,92.10629942866747
8,99,Yes,66,92.46774126594626
4,56,No,75,69.63357449660828
7,78,No,55,80.62026830617397
5,85,Yes,74,76.4298318807408
3,58,No,54,55.627142373047135
1,70,No,65,56.7132734198062
6,53,Yes,77,76.65174222406488
5,64,No,52,62.968944066531996
10,89,Yes,78,104.61934334621436
9,58,No,90,100.54664499994914
5,77,Yes,78,82.3134395731631
2,77,No,83,64.01815332210147
7,59,No,75,86.58128588680086
4,95,No,74,78.37502732159682
10,98,No,56,97.59766610390042
1,56,No,52,46.547749487599376
9,61,No,53,84.6887239810399
1,95,No,63,60.1396972298418
1,58,Yes,57,43.28923223521873
5,67,No,76,75.774725491136
4,94,No,54,73.49902935314496
4,87,Yes,89,81.58496999262759
10,56,No,59,90.05872055775322
10,51,Yes,52,87.98980289768615
4,85,No,50,67.55535586783287
3,93,Yes,80,69.91796023815263
6,77,Yes,90,87.47998724067243
8,66,Yes,64,89.05930578648214
6,64,No,71,80.49665622990246
4,72,Yes,68,67.12487722437014
2,65,Yes,89,69.85790812292122
9,76,Yes,69,99.60621146585373
4,88,No,61,73.2270794237111
6,69,No,53,71.23478452189936
1,96,No,79,62.0365510627881
11,57,Yes,77,102.79672259295056
8,95,No,60,91.48211153523802
11,64,Yes,68,96.63594857294821
4,60,No,52,63.18918274703814
11,95,No,58,108.77455192672583
2,92,No,78,69.9827144468689
11,77,No,53,103.36494454202011
2,85,No,83,68.49572754930837
11,95,No,90,122.40439739637748
11,68,Yes,76,100.88989319829032
4,76,Yes,72,71.320864243275
10,70,Yes,57,95.25318268188667
2,84,Yes,50,56.94220939270546
10,55,No,60,90.2228007741719
12,66,Yes,80,111.62891464435444
1,66,Yes,71,55.693352806321144
10,51,No,76,99.07212215297864
8,68,Yes,68,89.01750087430398
3,93,Yes,84,71.79786826974073
4,94,Yes,86,87.45588231868155
5,55,No,73,67.03698062582784
2,60,Yes,84,61.08362134056542
9,85,No,80,105.6890297340434
4,53,No,50,53.50359626664531
6,85,Yes,87,93.1300328417633
9,59,Yes,81,91.31188212194091
10,90,Yes,55,99.76835577105057
10,77,No,79,106.57022238403621
6,83,No,60,79.50866452038119
5,97,No,89,93.21339905481109
8,61,Yes,71,81.97919533735246
9,68,No,89,101.52178757177424
7,86,No,54,85.59794071190787
8,74,Yes,63,87.27687827245441
10,99,No,85,114.51030312946273
7,70,Yes,77,82.15687867106269
4,55,No,57,63.46847212077947
10,60,Yes,55,93.27816443649516
8,83,Yes,85,101.15164956364451
8,95,Yes,88,98.8292849919199
10,59,Yes,68,99.43575596366514
4,95,Yes,63,73.43668713502903
10,73,Yes,53,91.8922633619722
3,74,Yes,89,69.98581893919626
5,100,No,51,77.819790597585
11,99,Yes,75,113.22548760472661
1,50,No,89,56.65825494920778
3,82,No,54,61.26975580377135
10,95,Yes,53,100.50808608895115
8,70,Yes,65,89.17201071427101
9,97,No,73,98.47760353559286
11,98,No,62,113.4696254383897
10,79,Yes,60,99.05792870319738
6,68,No,87,81.92935045716654
3,93,Yes,61,70.69759635461762
9,80,Yes,72,94.07747479779674
3,97,Yes,65,68.99301208627487
12,54,Yes,61,99.92320277883599
5,93,No,60,78.37661691517971
9,89,Yes,87,110.33975807959588
2,94,No,88,78.22683937095321
8,60,Yes,80,94.30269473407402
5,57,No,59,70.4212493348652
5,65,No,82,76.03429150483103
5,61,No,68,69.92966204804566
3,51,Yes,90,68.24677367413888
10,69,Yes,78,101.7331076209906
8,93,No,62,94.5821128693099
3,57,No,53,48.88829230917442
5,99,Yes,65,83.26066494635022
12,100,No,50,105.74552885894559
2,56,Yes,84,56.46708454483502
5,76,No,70,71.29159053247348
11,72,No,87,109.30614111596319
6,63,Yes,54,69.55809382319802
1,88,No,50,47.785202325824855
6,82,Yes,90,88.12528134839557
9,50,Yes,55,84.47474895590508
8,53,No,51,80.03219467525307
10,54,Yes,54,91.91851486289762
5,76,Yes,50,66.28263865059462
9,52,Yes,87,99.48676192940125
5,69,Yes,87,79.61347853221737
10,81,No,86,108.6819258884446
12,74,No,90,121.21990741466432
6,64,No,74,76.20389043492038
6,92,Yes,57,77.76649641426098
2,64,Yes,90,63.092739642127015
3,68,Yes,61,61.84362788268041
7,81,Yes,63,87.82843763373285
3,69,Yes,80,72.10153871563509
11,57,Yes,62,100.52070853199753
11,73,No,89,109.23782226352344
12,57,Yes,74,105.13564413395835
6,87,Yes,52,74.0777006279873
9,86,Yes,75,103.95565076790427
1,77,Yes,84,58.70118150304402
8,62,No,73,92.62917608464346
10,70,Yes,88,103.70892939172505
8,63,Yes,58,79.56778539377859
6,70,No,89,85.17999098981109
11,55,Yes,89,105.6241838914117
12,86,No,83,119.0365056712451
12,94,Yes,87,127.4676574968573
7,69,Yes,57,75.55259327093185
9,61,Yes,59,85.43452482910673
10,65,No,89,109.47357614883644
11,91,No,67,111.88401225178443
2,71,Yes,61,59.03198322848997
1,95,Yes,85,69.2175760641601
11,97,Yes,75,109.89826697612754
3,74,Yes,74,66.8781471269964
9,51,No,75,93.853817929781
7,81,No,63,88.46477162628793
3,61,Yes,63,57.13775990390026
6,87,No,89,92.42219437651733
8,51,No,56,81.72738311683669
12,68,Yes,52,98.52930691960862
6,95,No,73,82.91463940989132
12,84,Yes,75,119.60638082278905
11,65,No,72,99.79164007309342
11,70,Yes,67,98.25246058551154
12,55,No,56,96.57733711301479
10,60,Yes,63,91.14724789314667
3,54,No,73,55.70572567757332
11,81,Yes,54,102.09388667991095
4,90,No,90,86.67550485450738
8,50,No,88,90.60252668805919
12,75,Yes,67,106.1134890202732
12,52,Yes,58,96.67623647078628
9,92,No,77,100.93588316585728
4,60,Yes,51,56.308942806099964
11,69,Yes,81,112.40043030490361
8,74,Yes,79,96.49860932318589
2,93,Yes,54,61.36421969019587
1,87,Yes,65,61.39096600151742
4,100,No,77,81.3406145731352
10,74,No,55,97.33212956055053
10,86,No,53,94.38296707596646
7,76,Yes,54,79.58328070666934
1,73,No,53,48.463124890327634
1,60,Yes,85,58.390971570868224
1,65,No,75,54.7595161421007
2,56,No,54,47.86861509050815
2,76,No,63,60.22626337675439
1,66,No,87,61.29737151699831
2,72,Yes,77,64.9889778966013
11,63,Yes,77,100.9361760390365
4,62,Yes,78,67.10450826500805
10,79,No,68,103.86867036160766
9,53,No,78,91.9856385621067
10,83,Yes,67,98.15036037607234
3,88,Yes,82,78.41772643139761
6,85,No,56,79.70456352829166
2,92,Yes,68,65.60771890589587
3,65,No,53,56.61478015587594
1,63,No,54,45.97164784045168
1,94,No,88,70.11437063435663
4,62,No,72,64.61140113523325
1,68,Yes,66,47.652803187109406
10,90,Yes,52,96.93497637773662
7,58,No,86,84.28866570704196
8,79,No,62,90.90053738021261
10,79,Yes,69,96.56211290103073
6,83,Yes,55,80.07196160011108
7,84,No,74,93.71598819326411
6,61,No,50,72.69224989840099
3,80,No,89,71.65558264924023
5,54,No,88,81.28777170905694
9,83,Yes,81,98.95234635219616
1,69,Yes,57,51.33397977575704
1,67,Yes,52,44.49442375773154
8,78,Yes,74,89.8383056989011
2,74,Yes,83,68.69046454094834
8,54,Yes,85,90.93227704824298
10,99,Yes,56,98.03948100040711
6,93,Yes,79,90.65281890517373
7,54,No,78,81.28870937807964
6,80,No,80,86.26363153928871
10,97,No,59,101.29594102501328
6,54,Yes,77,73.56747767989866
5,53,Yes,64,62.352046325226695
1,69,Yes,59,52.83127777807288
7,64,No,66,80.39086713919828
1,96,Yes,79,68.49288788586966
4,72,No,79,72.4224976747043
7,79,Yes,86,97.72085549729263
4,100,No,85,83.61416804544204
5,98,No,56,77.7195096913182
1,92,No,65,54.553434759549866
2,53,Yes,69,57.72638171236872
10,74,No,89,105.46390303532816
7,99,Yes,81,100.85279313226113
5,83,No,70,79.89280545153275
8,55,Yes,62,77.78784184466339
7,50,Yes,81,86.77357432209845
2,54,Yes,76,53.75349363366095
3,77,Yes,80,74.65295967523014
